CustomerID,Age,Gender,Category,ItemPurchased,Amount,Season,PaymentMethod,ItemRating,DiscountApplied(%),PreviousPurchases,CustomerSegment
1394,61,Male,Electronics,Mobile Phone,1496.01,Winter,Card,4.0,13,4,2
1395,56,Female,Footwear,Formal Shoes,228.28,Summer,Card,4.1,6,3,1
1396,40,Female,Accessories,Sunglasses,119.97,Summer,Card,4.0,13,4,0
1397,23,Female,Womens Clothing,Jeans,123.01,Spring,Card,3.9,17,6,0
1398,43,Female,Accessories,Handbag,162.25,Spring,Card,4.2,6,3,0
1399,54,Female,Footwear,Sneakers,194.79,Winter,Card,2.2,16,8,1
1400,50,Male,Sports,Dumbbells,126.38,Autumn,Card,3.4,6,3,1
1401,67,Female,Footwear,Sandals,246.6,Spring,Card,4.8,15,5,1
1402,59,Male,Mens Clothing,Shirt,116.03,Spring,Card,2.6,7,1,1
1403,21,Female,Accessories,Wallet,157.32,Winter,Card,3.1,18,4,0
1404,26,Female,Beauty,Makeup Set,96.17,Summer,Cash on Delivery,3.5,15,5,0
1405,21,Female,Footwear,Sneakers,103.99,Spring,Card,4.3,11,3,0
1406,57,Male,Electronics,Smart Watch,629.5,Spring,Card,3.7,15,5,1
1407,23,Male,Electronics,Smart Watch,1444.5,Spring,Card,3.2,14,2,2
1408,57,Male,Mens Clothing,Jacket,36.46,Summer,Card,2.6,4,2,1
1409,31,Female,Beauty,Perfume,80.36,Summer,Cash on Delivery,4.5,17,6,0
1410,57,Male,Electronics,Headphones,2547.41,Spring,Card,3.7,16,3,2
1411,55,Female,Footwear,Sneakers,75.06,Summer,Card,3.9,12,1,1
1412,47,Female,Beauty,Skincare Kit,42.38,Summer,Cash on Delivery,3.4,17,6,1
1413,52,Female,Beauty,Skincare Kit,134.53,Autumn,Card,3.8,26,8,1
1414,23,Male,Footwear,Formal Shoes,214.52,Summer,Card,2.6,4,2,0
1415,24,Female,Beauty,Skincare Kit,42.87,Spring,Card,3.6,15,5,0
1416,22,Male,Sports,Football,180.61,Spring,Card,3.0,15,5,0
1417,52,Male,Footwear,Sandals,161.2,Winter,Card,3.1,4,2,1
1418,49,Female,Sports,Dumbbells,166.73,Spring,Card,2.3,15,5,1
1419,29,Female,Footwear,Sandals,102.67,Spring,Card,3.0,6,3,0
1420,54,Male,Electronics,Laptop,999.76,Winter,Card,4.0,8,4,1
1421,31,Male,Sports,Football,112.39,Spring,Card,4.7,26,8,0
1422,54,Male,Mens Clothing,Jacket,161.28,Winter,Card,3.4,16,3,1
1423,32,Male,Groceries,Snacks,31.93,Winter,Cash on Delivery,4.3,9,2,0
1424,26,Female,Womens Clothing,Top,53.0,Spring,Cash on Delivery,4.4,12,6,0
1425,22,Female,Womens Clothing,Top,64.8,Autumn,Cash on Delivery,2.7,19,7,0
1426,61,Female,Home,Kitchen Set,74.16,Summer,Cash on Delivery,4.8,18,4,1
1427,67,Male,Sports,Dumbbells,238.74,Winter,Card,3.4,26,8,1
1428,28,Male,Mens Clothing,Jacket,30.21,Winter,Card,3.7,14,2,0
1429,20,Female,Footwear,Formal Shoes,200.62,Autumn,Card,4.6,12,6,0
1430,25,Male,Sports,Dumbbells,238.55,Spring,Card,4.0,12,6,0
1431,28,Female,Womens Clothing,Dress,159.04,Spring,Card,4.8,26,8,0
1432,21,Male,Groceries,Rice Pack,63.05,Autumn,Cash on Delivery,4.3,21,8,0
1433,35,Male,Electronics,Smart Watch,2360.5,Summer,Card,4.4,12,6,2
1434,23,Female,Womens Clothing,Top,104.09,Spring,Card,3.8,16,8,0
1435,52,Female,Sports,Football,245.46,Spring,Card,5.0,19,7,1
1436,68,Male,Mens Clothing,Jeans,175.43,Summer,Card,3.7,10,5,1
1437,55,Female,Accessories,Sunglasses,169.49,Winter,Card,3.6,18,4,1
1438,59,Female,Beauty,Skincare Kit,101.48,Winter,Card,4.3,4,2,1
1439,22,Male,Electronics,Laptop,2140.58,Winter,Card,3.5,18,4,2
1440,47,Male,Sports,Football,203.57,Autumn,Card,3.7,16,3,1
1441,40,Female,Womens Clothing,Top,139.26,Spring,Card,3.3,24,7,0
1442,67,Female,Womens Clothing,Top,67.4,Spring,Cash on Delivery,3.3,22,6,1
1443,34,Female,Beauty,Makeup Set,116.44,Summer,Card,4.0,25,10,0
1444,50,Male,Sports,Yoga Mat,184.94,Summer,Card,2.5,8,4,1
1445,70,Female,Accessories,Wallet,103.96,Winter,Card,5.0,2,1,1
1446,49,Male,Mens Clothing,Shirt,181.17,Spring,Card,4.4,18,4,1
1447,30,Female,Beauty,Skincare Kit,68.95,Summer,Card,4.4,22,6,0
1448,66,Male,Footwear,Sneakers,111.46,Autumn,Card,2.3,10,0,1
1449,46,Female,Womens Clothing,Top,145.36,Summer,Card,4.3,22,6,1
1450,40,Female,Beauty,Perfume,46.27,Spring,Card,4.5,18,4,0
1451,38,Male,Mens Clothing,Shirt,57.51,Winter,Cash on Delivery,3.9,9,2,0
1452,55,Female,Womens Clothing,Jeans,138.96,Autumn,Card,4.7,25,10,1
1453,63,Male,Mens Clothing,T-Shirt,47.65,Winter,Card,4.4,19,7,1
1454,44,Female,Accessories,Handbag,154.98,Spring,Card,3.8,26,8,1
1455,58,Male,Groceries,Snacks,60.75,Autumn,Cash on Delivery,4.5,25,10,1
1456,51,Female,Womens Clothing,Skirt,102.64,Spring,Card,3.9,10,5,1
1457,21,Female,Accessories,Wallet,98.79,Autumn,Card,3.3,4,2,0
1458,33,Male,Electronics,Laptop,2572.06,Autumn,Card,2.7,21,8,2
1459,26,Female,Footwear,Sandals,240.32,Autumn,Card,4.2,18,9,0
1460,30,Female,Sports,Yoga Mat,238.27,Summer,Card,2.7,13,4,0
1461,23,Female,Sports,Yoga Mat,115.62,Spring,Card,5.0,13,4,0
1462,26,Female,Womens Clothing,Top,73.14,Spring,Card,2.9,11,3,0
1463,68,Male,Footwear,Formal Shoes,161.34,Spring,Card,4.1,10,5,1
1464,64,Male,Mens Clothing,Shirt,199.98,Winter,Card,3.6,26,8,1
1465,65,Female,Accessories,Sunglasses,138.32,Summer,Card,4.9,6,3,1
1466,68,Male,Mens Clothing,Jeans,173.95,Autumn,Card,3.8,13,4,1
1467,51,Male,Sports,Dumbbells,155.73,Summer,Card,4.6,19,7,1
1468,43,Male,Electronics,Smart Watch,1286.36,Autumn,Card,3.3,4,2,2
1469,39,Male,Footwear,Sandals,178.64,Summer,Card,3.8,20,5,0
1470,56,Female,Beauty,Skincare Kit,48.87,Winter,Card,3.9,16,3,1
1471,53,Female,Accessories,Wallet,56.39,Autumn,Card,3.1,18,4,1
1472,46,Male,Groceries,Cooking Oil,53.3,Autumn,Card,2.9,13,4,0
1473,67,Male,Mens Clothing,T-Shirt,62.98,Summer,Cash on Delivery,4.2,6,3,1
1474,59,Male,Sports,Football,152.31,Autumn,Card,3.9,16,3,1
1475,51,Female,Beauty,Skincare Kit,46.25,Winter,Card,3.9,18,4,1
1476,22,Female,Footwear,Formal Shoes,217.07,Winter,Card,3.4,16,3,0
1477,53,Female,Accessories,Sunglasses,46.68,Autumn,Cash on Delivery,4.4,12,6,1
1478,70,Female,Womens Clothing,Top,186.33,Spring,Card,4.6,10,5,1
1479,44,Female,Beauty,Perfume,34.06,Autumn,Card,2.8,17,6,0
1480,47,Male,Footwear,Sandals,119.82,Autumn,Card,3.5,13,4,1
1481,38,Female,Home,Lamp,294.52,Autumn,Card,3.8,16,8,0
1482,46,Male,Groceries,Rice Pack,71.24,Summer,Card,4.3,15,5,1
1483,30,Female,Womens Clothing,Jeans,151.65,Summer,Card,3.5,18,4,0
1484,36,Male,Sports,Dumbbells,80.95,Summer,Card,4.0,17,6,0
1485,67,Male,Sports,Football,185.85,Summer,Card,5.0,20,10,1
1486,32,Male,Footwear,Formal Shoes,77.21,Autumn,Card,4.1,16,3,0
1487,66,Female,Womens Clothing,Skirt,192.04,Winter,Card,3.9,15,5,1
1488,60,Female,Footwear,Sneakers,73.34,Summer,Cash on Delivery,4.8,17,6,1
1489,35,Female,Footwear,Formal Shoes,239.36,Summer,Card,4.3,20,5,0
1490,26,Female,Womens Clothing,Jeans,175.79,Winter,Card,3.0,15,5,0
1491,57,Female,Beauty,Skincare Kit,24.93,Winter,Card,4.7,18,4,1
1492,47,Female,Groceries,Beverages,34.74,Spring,Cash on Delivery,4.3,18,4,1
1493,46,Male,Groceries,Rice Pack,36.61,Summer,Card,4.0,24,7,1
1494,29,Male,Electronics,Mobile Phone,2302.21,Winter,Card,3.1,20,5,2
1495,33,Female,Beauty,Skincare Kit,48.6,Summer,Cash on Delivery,4.1,11,3,0
1496,26,Male,Electronics,Laptop,534.41,Autumn,Card,3.6,6,3,0
1497,67,Female,Accessories,Handbag,175.36,Summer,Card,4.1,26,8,1
1498,21,Female,Accessories,Handbag,34.6,Summer,Cash on Delivery,3.1,22,6,0
1499,26,Male,Sports,Yoga Mat,118.37,Summer,Card,3.1,2,1,0
1500,55,Male,Footwear,Formal Shoes,203.25,Spring,Card,4.3,18,4,1
1501,23,Female,Footwear,Formal Shoes,133.44,Summer,Card,4.7,12,6,0
1502,21,Female,Accessories,Handbag,100.0,Spring,Cash on Delivery,4.1,15,5,0
1503,23,Female,Home,Kitchen Set,55.34,Winter,Card,4.2,17,6,0
1504,36,Female,Footwear,Formal Shoes,136.43,Spring,Card,4.0,12,6,0
1505,35,Female,Womens Clothing,Top,67.51,Spring,Card,4.1,10,5,0
1506,29,Male,Footwear,Sneakers,245.39,Winter,Card,4.5,15,5,0
1507,20,Male,Footwear,Formal Shoes,113.11,Summer,Card,3.4,8,4,0
1508,64,Female,Footwear,Sandals,80.18,Spring,Card,4.4,13,4,1
1509,67,Male,Electronics,Mobile Phone,1105.76,Winter,Card,3.8,19,7,1
1510,26,Female,Footwear,Formal Shoes,96.55,Winter,Cash on Delivery,4.5,10,5,0
1511,54,Male,Sports,Dumbbells,106.35,Spring,Card,4.8,16,8,1
1512,28,Female,Groceries,Snacks,13.26,Spring,Cash on Delivery,4.4,14,2,0
1513,64,Female,Womens Clothing,Top,180.55,Spring,Card,3.9,4,2,1
1514,32,Female,Womens Clothing,Skirt,156.68,Autumn,Card,4.3,6,3,0
1515,44,Male,Sports,Yoga Mat,187.98,Winter,Card,3.6,19,7,0
1516,31,Female,Beauty,Perfume,117.64,Winter,Card,3.8,21,8,0
1517,46,Male,Sports,Dumbbells,153.87,Winter,Card,4.3,12,6,1
1518,23,Female,Sports,Dumbbells,42.64,Spring,Card,3.4,4,2,0
1519,31,Male,Electronics,Smart Watch,2438.54,Summer,Card,4.5,8,4,2
1520,47,Male,Footwear,Sandals,135.83,Winter,Card,4.6,17,6,1
1521,43,Male,Footwear,Sandals,160.25,Winter,Card,4.8,28,9,1
1522,27,Female,Beauty,Makeup Set,68.53,Spring,Card,3.7,17,6,0
1523,37,Female,Womens Clothing,Skirt,64.5,Autumn,Cash on Delivery,4.0,6,3,0
1524,57,Female,Sports,Dumbbells,213.01,Winter,Card,4.3,9,2,1
1525,44,Male,Footwear,Sneakers,175.76,Spring,Card,4.7,21,8,1
1526,51,Male,Footwear,Formal Shoes,136.07,Spring,Card,4.3,26,8,1
1527,66,Male,Electronics,Headphones,632.68,Winter,Card,5.0,24,7,1
1528,68,Male,Sports,Football,213.91,Summer,Card,3.3,4,2,1
1529,52,Male,Electronics,Mobile Phone,631.19,Summer,Card,4.7,17,6,1
1530,30,Female,Footwear,Sandals,122.86,Winter,Card,2.9,10,5,0
1531,50,Female,Womens Clothing,Skirt,146.57,Autumn,Card,3.3,17,6,1
1532,58,Male,Home,Lamp,171.7,Winter,Card,3.7,12,6,1
1533,36,Male,Electronics,Smart Watch,1385.6,Spring,Card,3.4,8,4,2
1534,38,Male,Mens Clothing,Jeans,91.0,Spring,Cash on Delivery,4.2,14,7,0
1535,23,Male,Footwear,Sneakers,191.42,Winter,Card,3.9,18,4,0
1536,56,Female,Accessories,Handbag,114.28,Summer,Card,4.0,20,5,1
1537,46,Male,Groceries,Snacks,48.42,Summer,Card,3.7,19,7,1
1538,48,Male,Footwear,Sneakers,84.31,Spring,Cash on Delivery,4.5,10,0,1
1539,40,Male,Footwear,Sandals,73.92,Spring,Card,3.4,24,7,0
1540,47,Male,Footwear,Sandals,67.4,Summer,Cash on Delivery,4.3,7,1,1
1541,67,Male,Home,Kitchen Set,295.09,Autumn,Card,3.6,4,2,1
1542,30,Female,Footwear,Sneakers,121.3,Spring,Card,3.1,10,5,0
1543,46,Male,Electronics,Headphones,2344.03,Autumn,Card,4.8,17,6,2
1544,64,Female,Beauty,Makeup Set,87.85,Spring,Cash on Delivery,2.1,16,8,1
1545,50,Female,Beauty,Makeup Set,31.22,Spring,Card,3.8,20,10,1
1546,60,Female,Accessories,Wallet,74.33,Winter,Card,3.8,24,7,1
1547,36,Female,Sports,Dumbbells,142.8,Winter,Card,5.0,18,4,0
1548,25,Male,Sports,Football,76.08,Summer,Card,3.7,16,3,0
1549,59,Male,Mens Clothing,Shirt,71.09,Spring,Cash on Delivery,3.8,10,5,1
1550,21,Male,Footwear,Sneakers,210.67,Winter,Card,3.4,6,3,0
1551,21,Female,Beauty,Perfume,131.55,Summer,Card,4.3,13,4,0
1552,28,Male,Sports,Dumbbells,123.55,Summer,Card,4.1,21,8,0
1553,21,Female,Accessories,Handbag,130.77,Winter,Card,4.8,4,2,0
1554,56,Male,Mens Clothing,Jacket,110.31,Summer,Card,3.0,2,1,1
1555,29,Male,Sports,Yoga Mat,238.27,Winter,Card,5.0,14,2,0
1556,20,Male,Home,Kitchen Set,201.69,Autumn,Card,2.9,23,9,0
1557,49,Female,Sports,Dumbbells,199.72,Autumn,Card,3.9,24,7,1
1558,48,Male,Home,Lamp,113.79,Winter,Card,3.3,2,1,0
1559,42,Male,Sports,Football,216.19,Winter,Card,4.5,13,4,0
1560,35,Female,Accessories,Wallet,157.95,Spring,Card,3.8,14,2,0
1561,61,Female,Womens Clothing,Skirt,144.71,Spring,Card,5.0,16,8,1
1562,27,Male,Sports,Yoga Mat,123.19,Winter,Card,5.0,12,6,0
1563,56,Male,Sports,Dumbbells,174.68,Autumn,Card,3.1,22,6,1
1564,54,Male,Footwear,Sandals,80.35,Autumn,Cash on Delivery,3.8,14,2,1
1565,46,Female,Home,Curtains,196.05,Autumn,Card,4.6,12,1,1
1566,55,Female,Beauty,Makeup Set,127.11,Spring,Card,4.1,15,5,1
1567,30,Female,Beauty,Perfume,69.8,Winter,Cash on Delivery,2.8,18,4,0
1568,27,Male,Sports,Yoga Mat,210.43,Autumn,Card,3.9,16,3,0
1569,56,Male,Sports,Yoga Mat,219.8,Winter,Card,3.9,6,3,1
1570,42,Female,Footwear,Sandals,74.97,Summer,Cash on Delivery,2.2,6,3,0
1571,34,Female,Beauty,Makeup Set,103.19,Summer,Card,4.0,10,5,0
1572,21,Female,Beauty,Skincare Kit,138.69,Winter,Card,4.5,16,3,0
1573,49,Male,Sports,Yoga Mat,164.76,Summer,Card,3.5,26,8,1
1574,25,Male,Sports,Yoga Mat,182.09,Winter,Card,3.9,8,4,0
1575,50,Male,Footwear,Sandals,180.26,Spring,Card,3.9,2,1,1
1576,45,Female,Accessories,Sunglasses,159.73,Spring,Card,3.7,10,5,0
1577,36,Female,Womens Clothing,Top,178.61,Spring,Card,3.7,16,3,0
1578,55,Female,Womens Clothing,Skirt,100.75,Autumn,Card,4.2,26,8,1
1579,67,Female,Sports,Yoga Mat,65.25,Winter,Card,3.8,17,6,1
1580,31,Male,Mens Clothing,Shirt,191.96,Summer,Card,3.7,13,4,0
1581,42,Female,Womens Clothing,Dress,152.61,Summer,Card,3.2,18,4,0
1582,37,Male,Sports,Yoga Mat,118.07,Winter,Card,2.8,22,6,0
1583,39,Female,Beauty,Makeup Set,100.38,Autumn,Card,4.3,10,5,0
1584,53,Female,Home,Kitchen Set,198.76,Spring,Card,3.8,15,5,1
1585,48,Male,Sports,Football,33.84,Autumn,Card,4.1,13,4,1
1586,30,Male,Footwear,Formal Shoes,106.05,Autumn,Card,4.4,13,4,0
1587,40,Female,Footwear,Formal Shoes,54.39,Autumn,Card,3.9,8,4,0
1588,52,Female,Groceries,Beverages,11.01,Winter,Cash on Delivery,4.1,8,4,1
1589,67,Female,Footwear,Formal Shoes,126.08,Summer,Card,3.8,22,6,1
1590,43,Male,Mens Clothing,T-Shirt,114.33,Summer,Card,3.9,13,4,0
1591,52,Male,Mens Clothing,Jeans,157.41,Summer,Card,4.7,16,3,1
1592,70,Female,Footwear,Formal Shoes,157.89,Autumn,Card,4.0,16,3,1
1593,46,Female,Womens Clothing,Top,52.6,Summer,Card,4.0,7,1,0
1594,63,Male,Sports,Football,37.63,Spring,Cash on Delivery,3.6,13,4,1
1595,60,Male,Electronics,Mobile Phone,1061.83,Summer,Card,4.9,10,5,1
1596,53,Male,Mens Clothing,Shirt,44.56,Summer,Card,3.9,26,8,1
1597,43,Female,Womens Clothing,Jeans,57.06,Spring,Card,3.9,26,8,0
1598,44,Female,Womens Clothing,Dress,34.94,Autumn,Cash on Delivery,1.6,22,11,0
1599,32,Male,Groceries,Rice Pack,12.13,Winter,Card,4.9,16,3,0
1600,53,Male,Electronics,Mobile Phone,930.34,Summer,Card,4.6,10,5,1
1601,24,Male,Electronics,Mobile Phone,2059.52,Winter,Card,3.4,18,4,2
1602,36,Male,Footwear,Sneakers,160.32,Autumn,Card,3.9,16,8,0
1603,57,Female,Accessories,Handbag,28.73,Winter,Card,3.8,10,5,1
1604,67,Male,Footwear,Formal Shoes,229.11,Summer,Card,4.0,13,4,1
1605,38,Male,Sports,Yoga Mat,163.57,Spring,Card,4.0,11,3,0
1606,48,Male,Sports,Football,149.98,Winter,Card,4.1,9,2,1
1607,47,Male,Mens Clothing,Jeans,32.58,Winter,Card,4.5,14,7,1
1608,60,Male,Sports,Yoga Mat,61.48,Spring,Card,3.9,22,6,1
1609,56,Female,Footwear,Sandals,140.04,Winter,Card,3.2,11,3,1
1610,60,Female,Accessories,Sunglasses,47.05,Winter,Card,2.3,15,5,1
1611,58,Female,Sports,Dumbbells,187.21,Winter,Card,3.7,19,7,1
1612,67,Female,Footwear,Sneakers,211.09,Spring,Card,3.8,9,2,1
1613,56,Female,Footwear,Sneakers,181.83,Spring,Card,4.0,2,1,1
1614,39,Female,Beauty,Perfume,96.55,Winter,Cash on Delivery,3.5,21,8,0
1615,53,Female,Beauty,Skincare Kit,105.07,Spring,Card,3.2,24,7,1
1616,50,Female,Beauty,Skincare Kit,140.66,Winter,Card,4.5,22,6,1
1617,38,Female,Beauty,Perfume,48.99,Summer,Cash on Delivery,4.6,20,5,0
1618,20,Female,Footwear,Sneakers,43.11,Autumn,Cash on Delivery,2.7,11,3,0
1619,55,Male,Mens Clothing,Jacket,168.41,Winter,Card,3.4,8,4,1
1620,33,Male,Sports,Dumbbells,174.82,Summer,Card,3.2,11,3,0
1621,68,Female,Beauty,Skincare Kit,76.84,Autumn,Cash on Delivery,3.2,15,5,1
1622,41,Female,Beauty,Skincare Kit,106.37,Winter,Card,2.3,20,5,0
1623,54,Male,Electronics,Mobile Phone,2164.64,Spring,Card,3.9,10,5,2
1624,31,Female,Beauty,Skincare Kit,61.15,Summer,Card,3.4,17,6,0
1625,31,Male,Electronics,Headphones,1128.3,Summer,Card,3.2,10,5,0
1626,47,Male,Electronics,Mobile Phone,696.28,Autumn,Card,3.7,15,5,1
1627,55,Male,Footwear,Formal Shoes,212.95,Winter,Card,3.4,12,6,1
1628,56,Female,Footwear,Sneakers,213.37,Winter,Card,2.9,4,2,1
1629,57,Female,Groceries,Rice Pack,30.58,Summer,Card,4.4,14,7,1
1630,54,Female,Footwear,Formal Shoes,146.74,Summer,Card,3.7,28,9,1
1631,44,Female,Groceries,Snacks,14.22,Spring,Cash on Delivery,2.5,14,7,0
1632,44,Male,Sports,Football,87.41,Autumn,Cash on Delivery,3.4,4,2,0
1633,23,Female,Groceries,Rice Pack,78.14,Winter,Card,3.7,14,7,0
1634,64,Female,Groceries,Cooking Oil,40.22,Spring,Cash on Delivery,4.5,11,3,1
1635,39,Male,Home,Curtains,199.12,Summer,Card,3.7,19,7,0
1636,40,Female,Sports,Dumbbells,204.66,Winter,Card,3.0,16,3,0
1637,21,Female,Footwear,Sandals,121.27,Summer,Card,5.0,22,6,0
1638,28,Female,Accessories,Sunglasses,63.38,Summer,Cash on Delivery,4.9,23,9,0
1639,34,Male,Electronics,Headphones,1458.59,Spring,Card,3.8,15,5,2
1640,47,Female,Womens Clothing,Jeans,115.9,Winter,Card,4.0,24,12,1
1641,30,Female,Accessories,Sunglasses,45.95,Winter,Cash on Delivery,3.8,14,2,0
1642,53,Male,Electronics,Headphones,2248.99,Spring,Card,3.6,14,2,2
1643,33,Female,Footwear,Sandals,168.21,Winter,Card,3.1,18,9,0
1644,28,Male,Sports,Dumbbells,38.31,Spring,Card,3.7,17,6,0
1645,58,Male,Sports,Dumbbells,137.26,Winter,Card,4.4,13,4,1
1646,59,Male,Footwear,Sneakers,115.57,Winter,Card,2.5,13,4,1
1647,54,Male,Footwear,Sneakers,189.63,Summer,Card,4.4,14,7,1
1648,67,Female,Beauty,Perfume,58.44,Winter,Card,3.4,18,4,1
1649,32,Male,Electronics,Smart Watch,1800.7,Summer,Card,3.6,10,5,2
1650,23,Male,Groceries,Beverages,8.34,Autumn,Card,4.1,25,10,0
1651,56,Female,Accessories,Sunglasses,83.07,Summer,Card,3.8,13,4,1
1652,65,Male,Home,Kitchen Set,173.82,Autumn,Card,5.0,22,6,1
1653,47,Female,Womens Clothing,Jeans,145.85,Spring,Card,3.0,8,4,0
1654,22,Female,Womens Clothing,Jeans,79.34,Winter,Cash on Delivery,3.5,24,7,0
1655,38,Female,Womens Clothing,Dress,140.0,Winter,Card,3.8,11,3,0
1656,48,Male,Electronics,Mobile Phone,532.68,Summer,Card,3.0,6,3,1
1657,26,Male,Sports,Dumbbells,168.47,Winter,Card,3.7,22,11,0
1658,65,Female,Womens Clothing,Dress,93.8,Winter,Cash on Delivery,4.3,16,3,1
1659,68,Male,Mens Clothing,Shirt,162.35,Summer,Card,4.4,17,6,1
1660,58,Male,Mens Clothing,T-Shirt,62.32,Spring,Card,3.9,13,4,1
1661,48,Female,Beauty,Makeup Set,134.48,Winter,Card,3.9,18,4,1
1662,37,Male,Footwear,Sneakers,200.91,Spring,Card,2.8,16,3,0
1663,31,Female,Beauty,Skincare Kit,137.99,Winter,Card,3.8,10,5,0
1664,62,Female,Footwear,Formal Shoes,51.08,Winter,Cash on Delivery,3.1,21,8,1
1665,56,Male,Sports,Football,211.0,Autumn,Card,1.3,5,0,1
1666,28,Female,Womens Clothing,Dress,40.1,Autumn,Card,3.5,20,5,0
1667,27,Male,Groceries,Cooking Oil,19.89,Summer,Card,4.1,9,2,0
1668,61,Male,Sports,Yoga Mat,135.32,Autumn,Card,3.0,14,7,1
1669,23,Female,Accessories,Wallet,101.21,Winter,Card,3.6,28,9,0
1670,60,Female,Sports,Yoga Mat,163.92,Spring,Card,3.1,15,5,1
1671,54,Male,Footwear,Sneakers,138.78,Summer,Card,3.7,15,5,1
1672,37,Male,Mens Clothing,T-Shirt,168.61,Autumn,Card,4.6,15,5,0
1673,60,Female,Womens Clothing,Skirt,177.44,Autumn,Card,3.8,9,2,1
1674,42,Male,Footwear,Sneakers,58.43,Summer,Card,3.9,13,4,0
1675,27,Male,Home,Lamp,184.18,Winter,Card,4.2,23,9,0
1676,54,Female,Footwear,Formal Shoes,180.54,Autumn,Card,3.9,15,5,1
1677,56,Male,Mens Clothing,Jeans,135.91,Winter,Card,3.6,22,6,1
1678,44,Female,Womens Clothing,Dress,183.99,Autumn,Card,3.1,16,8,0
1679,32,Female,Footwear,Sneakers,188.12,Winter,Card,2.7,6,3,0
1680,60,Female,Footwear,Sneakers,81.88,Winter,Cash on Delivery,4.5,14,7,1
1681,55,Female,Footwear,Sneakers,134.88,Winter,Card,4.1,11,3,1
1682,60,Female,Footwear,Sneakers,76.8,Winter,Card,3.3,17,6,1
1683,54,Female,Beauty,Perfume,54.63,Winter,Cash on Delivery,4.5,10,5,1
1684,39,Male,Mens Clothing,Jeans,47.56,Spring,Cash on Delivery,2.1,6,3,0
1685,20,Male,Footwear,Sneakers,53.28,Summer,Card,3.0,23,9,0
1686,31,Female,Groceries,Rice Pack,78.79,Winter,Cash on Delivery,4.8,14,2,0
1687,45,Female,Beauty,Perfume,52.81,Winter,Card,4.6,24,7,1
1688,38,Male,Electronics,Smart Watch,2403.13,Summer,Card,4.9,8,4,2
1689,61,Female,Accessories,Sunglasses,117.0,Summer,Card,3.4,15,5,1
1690,51,Male,Footwear,Sneakers,94.71,Summer,Card,3.6,13,4,1
1691,54,Female,Footwear,Sandals,121.85,Autumn,Card,4.1,24,7,1
1692,49,Male,Groceries,Beverages,72.21,Autumn,Cash on Delivery,3.8,16,3,1
1693,69,Female,Accessories,Wallet,166.88,Summer,Card,4.1,8,4,1
1694,46,Female,Beauty,Skincare Kit,75.22,Autumn,Cash on Delivery,4.1,10,5,1
1695,48,Male,Footwear,Sneakers,77.91,Spring,Card,3.9,17,6,1
1696,58,Male,Sports,Yoga Mat,65.28,Winter,Card,4.6,12,6,1
1697,47,Female,Footwear,Sandals,132.81,Spring,Card,4.1,6,3,1
1698,33,Male,Electronics,Smart Watch,2290.97,Summer,Card,4.2,12,1,2
1699,34,Female,Beauty,Skincare Kit,31.61,Autumn,Card,5.0,19,7,0
1700,43,Male,Mens Clothing,Shirt,184.32,Spring,Card,4.6,22,6,0
1701,58,Male,Footwear,Formal Shoes,135.47,Spring,Card,4.9,30,10,1
1702,58,Female,Footwear,Sneakers,101.31,Autumn,Card,3.9,26,8,1
1703,41,Female,Womens Clothing,Dress,162.41,Winter,Card,4.0,4,2,0
1704,70,Female,Footwear,Sneakers,207.96,Spring,Card,4.1,13,4,1
1705,35,Female,Accessories,Sunglasses,63.49,Winter,Card,2.2,10,5,0
1706,63,Female,Footwear,Sneakers,139.55,Spring,Card,4.3,12,6,1
1707,38,Male,Electronics,Laptop,2428.09,Winter,Card,4.4,22,6,2
1708,44,Female,Beauty,Skincare Kit,96.31,Winter,Card,3.3,20,5,0
1709,67,Female,Footwear,Formal Shoes,161.62,Autumn,Card,3.6,18,4,1
1710,55,Male,Mens Clothing,T-Shirt,71.43,Summer,Cash on Delivery,4.7,26,8,1
1711,29,Male,Footwear,Sneakers,208.05,Autumn,Card,3.3,13,4,0
1712,43,Male,Mens Clothing,T-Shirt,133.51,Spring,Card,3.6,12,6,0
1713,68,Female,Womens Clothing,Dress,64.66,Winter,Cash on Delivery,3.6,4,2,1
1714,42,Female,Groceries,Cooking Oil,33.18,Autumn,Cash on Delivery,4.2,16,3,0
1715,66,Male,Sports,Yoga Mat,53.42,Winter,Card,5.0,13,4,1
1716,40,Male,Groceries,Beverages,34.41,Spring,Card,3.3,17,6,0
1717,46,Male,Electronics,Laptop,887.32,Autumn,Card,3.8,18,4,1
1718,40,Male,Sports,Football,225.57,Winter,Card,5.0,17,6,0
1719,63,Male,Groceries,Snacks,24.77,Winter,Cash on Delivery,4.0,13,4,1
1720,43,Female,Beauty,Makeup Set,74.94,Winter,Card,4.5,14,7,1
1721,60,Female,Sports,Yoga Mat,154.95,Summer,Card,2.8,15,5,1
1722,66,Female,Womens Clothing,Skirt,182.06,Spring,Card,3.5,14,7,1
1723,28,Female,Beauty,Perfume,102.87,Autumn,Card,3.6,22,6,0
1724,68,Female,Footwear,Sandals,246.27,Winter,Card,4.7,17,6,1
1725,48,Male,Mens Clothing,Shirt,91.82,Autumn,Cash on Delivery,4.2,21,8,1
1726,21,Female,Beauty,Makeup Set,34.91,Autumn,Card,4.1,16,3,0
1727,22,Male,Electronics,Laptop,2921.73,Spring,Card,4.4,11,3,2
